ADDRESS,CITY,PROV/STATE,"POSTAL/ZIP CODE",STORE,Latitude,Longitude,Hours,URL,Notes,Image,"Image URL",Phone,e,Icon,categories,BRANDS,COUNTRY,COUNTRY2,COUNTRY3
9256 Commercial St Site 15,New Minas,NS,"B4N4A9",Sobeys Atlantic #747,45.0665531,-64.4417239,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
80 First Lake Drive,Lower Sackville,NS,"B4C3E4",Sobeys Atlantic #788,44.7786053,-63.6697911,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
407 Regent St.,Fredericton,NB,"E3B3X6",Sobeys Atlantic #849,45.9550646,-66.6464452,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
8 Merry Meting Rd.,St Johns,NL,"A1C2V5",Sobeys Atlantic #857,47.5674034,-52.7167812,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1 Mount Bernard Ave,Corner Brook,NL,"A2H6Y5",Sobeys Atlantic #861,48.9506918,-57.9520135,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1645B 18 Street,Brandon,MB,"R7A5C6",Sobeys Extra West #5469,49.8248029,-99.9577589,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1581 Greenbank RD,Nepean,ON,"K2J4Y6",Sobeys Ontario #4714,45.2739725,-75.7470017,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
225 Edward Street,Gravenhurst,ON,"P1P1K8",Sobeys Ontario #4716,44.9078605,-79.3708513,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
147 Laird Drive,East York,ON,"M4G4K1",Sobeys Ontario #4726,43.7098932,-79.3617131,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1015 Broadview Ave,East York,ON,"M4K2S2",Sobeys Ontario #4728,43.684723,-79.356461,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
700 Terry Fox Dr.,Kanata,ON,"K2L4H4",Sobeys Ontario #4734,45.2922817,-75.8946915,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
511 Maple Grove Drive,Oakville,ON,"L6J4W3",Sobeys Ontario #637,43.4803486,-79.655076,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
372 Queen Street  East,Acton,ON,"L7J2Y5",Sobeys Ontario #639,43.6381435,-80.0254591,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
379 Springbank Ave,Woodstock,ON,"N4T1R3",Sobeys Ontario #640,43.1462285,-80.7376451,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
274 Highland Rd W,Kitchener,ON,"N2M3C5",Sobeys Ontario #641,43.4398667,-80.5091951,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
34 Livingstone Ave,Grimsby,ON,"L3M1L1",Sobeys Ontario #642,43.1967171,-79.5698702,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
94 Bridgeport Rd,Waterloo,ON,"N2J2J9",Sobeys Ontario #649,43.4698791,-80.515248,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
97 Main Street Village Centre,Picton,ON,"K0K2T0",Sobeys Ontario #6703,44.0057685,-77.1469057,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
501 Tower Hill Road,Peterborough,ON,"K9H7S3",Sobeys Ontario #6712,44.3258977,-78.3411272,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1200 Lansdowne St W,Peterborough,ON,"K9J2A1",Sobeys Ontario #6713,44.2820799,-78.3512793,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
Village Place Hwy #20,Fonthill,ON,"L0S1E0",Sobeys Ontario #6715,43.0448275,-79.2827259,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
130 Cedar Street,Cambridge,ON,"N1S1W4",Sobeys Ontario #678,43.3519493,-80.3279267,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
81 St.Clair Ave. E.,Toronto,ON,"M4T1M7",Sobeys Ontario #693,43.6884794,-79.3907695,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
977 Golf Links Road,Ancaster,ON,"L9K1K1",Sobeys Ontario #694,43.2282066,-79.9436102,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
145 Marlee Avenue,York,ON,"M6B3H3",Sobeys Ontario #695,43.7034887,-79.4409405,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
310 Colborne Street,Brantford,ON,"N3T1M2",Sobeys Ontario #709,43.1310564,-80.2858972,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
215 Park Ave,Chatham,ON,"N7M1W3",Sobeys Ontario #732,42.3925744,-82.184364,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
125 The Queensway,Etobicoke,ON,"M8Y1H6",Sobeys Ontario #7383,43.6302503,-79.4830576,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1250 Brant Street,Burlington,ON,"L7P1X8",Sobeys Ontario #742,43.3435889,-79.8282208,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
15500 Bayview Avenue,Aurora,ON,"L4G7J1",Sobeys Ontario #743,44.0119922,-79.4463034,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
5150 Innes Road,Orleans,ON,"K4A0G4",Sobeys Ontario #7496,45.4693494,-75.4560411,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1500 Upper Middle Road,Oakville,ON,"L6M3G3",Sobeys Ontario #777,43.4380623,-79.7410284,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
9300 Bathurst Street,Thornhill,ON,"L4J8W1",Sobeys Ontario #794,43.8478481,-79.4593886,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
199 Roncesvalles Avenue,Toronto,ON,"M6R2L5",Sobeys Ontario #819,43.6452577,-79.4482618,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
14 Main St Box 670,Brighton,ON,"K0K1H0",Sobeys Ontario #832,44.0616872,-77.7680952,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1615 Dundas St. E.,Whitby,ON,"L1N2L1",Sobeys Ontario #851,43.8846935,-78.9109886,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
4610 Ontario St,Beamsville,ON,"L0R1B3",Sobeys Ontario #859,43.1808668,-79.4796165,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
11965 Hurontario St,Brampton,ON,"L6Z4P7",Sobeys Ontario #865,43.7338349,-79.8231815,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
450 Columbia W,Waterloo,ON,"N2T2W1",Sobeys Ontario #878,43.466991,-80.568294,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
3714 Portage Rd.,Niagara Falls,ON,"L2J2K9",Sobeys Ontario #915,43.1177823,-79.0989967,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1377 Wilson Rd.,Oshawa,ON,"L1K2Z5",Sobeys Ontario #925,43.938853,-78.8585238,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
343 Glendale Avenue,St Catharines,ON,"L2T0A1",Sobeys Ontario #929,43.1376689,-79.2163887,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
# 300 19 Riedel Street
210 Thickwood Avenue,Fort McMurray,AB,"T9K1X9",Sobeys West #1066,56.7345729,-111.4261308,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
15367 Castledowns Rd Nw,Edmonton,AB,"T5X6C3",Sobeys West #1072,53.6156803,-113.5145002,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
201 Southbridge Drive,Okotoks,AB,"T1S2E1",Sobeys West #1130,50.7042401,-113.9729935,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
20 Mckenzietowne Ave SE,Calgary,AB,"T2Z3S7",Sobeys West #1141,50.9173406,-113.9597466,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
590 Baseline Road #100,Sherwood Park,AB,"T8H1Y4",Sobeys West #3098,53.5420824,-113.2652595,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
6403 51st Street,Cold Lake,AB,"T9M1C8",Sobeys West #3112,54.431159,-110.2039832,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
4419 52Nd Avenue PO Box 429,Rocky Mountain House,AB,"T4T1A3",Sobeys West #3149,52.3769525,-114.9102433,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
4501 50th Avenue,Bonnyville,AB,"T9N2N5",Sobeys West #3158,54.2685289,-110.7285146,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
9801 Territorial Drive,North Battleford,SK,"S9A3Z8",Sobeys West #3166,52.792555,-108.3036148,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
8888 Country Hills Blvd 125,Calgary,AB,"T3G5T4",Sobeys West #5063,51.1514094,-114.2131862,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
150 Millrise Blvd Sw #2000,Calgary,AB,"T2Y5G7",Sobeys West #5064,50.9145826,-114.0722728,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
392 St Albert Trail,St Albert,AB,"T8N5J9",Sobeys West #5067,53.6443088,-113.6274417,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
10003 100Th Street,Morinville,AB,"T8R1R5",Sobeys West #5068,53.8021003,-113.6435537,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
2335 162nd Avenue SW #100,Calgary,AB,"T2Y4S6",Sobeys West #5073,50.9062775,-114.1109742,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
356 Cranston Road East #3000,Calgary,AB,"T3M0S9",Sobeys West #5074,50.8802082,-113.9770969,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
5820 50 St Ste 100,Beaumont,AB,"T4X1M8",Sobeys West #5076,53.3585795,-113.416111,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
4227 75 Ave,Lloydminster,AB,"T9V2X4",Sobeys West #5077,53.2759782,-110.0528705,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
3156 Birds Hill Road,East St Paul,MB,"R2E1G9",Sobeys West #5079,49.9750831,-97.0081339,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1660 Kenaston Blvd,Winnipeg,MB,"R3P2M6",Sobeys West #5080,49.8214503,-97.2040632,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
440 King St,Estevan,SK,"S4A2B4",Sobeys West #5081,49.1454501,-102.9786315,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
4607 50 Street,Stettler,AB,"T0C2L2",Sobeys West #5082,52.3205615,-112.7040045,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1500 Dakota Street,Winnipeg,MB,"R2N3Y7",Sobeys West #5083,49.8105862,-97.0954027,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
11300 Tuscany Blvd Nw #2020,Calgary,AB,"T3L2V7",Sobeys West #5085,51.124792,-114.248646,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
65 MacKenzie Way SW #100,Airdrie,AB,"T4B0V7",Sobeys West #5086,51.2905214,-114.0245871,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
2231 E Quance St,Regina,SK,"S4V2Z3",Sobeys West #5087,50.4434617,-104.5518783,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
3635 Portage Ave,Winnipeg,MB,"R3K2G6",Sobeys West #5088,49.8858883,-97.3113606,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
5011 23 Ave NW,Edmonton,AB,"T6L7G5",Sobeys West #5090,53.453775,-113.421703,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1739 Preston Ave N,Saskatoon,SK,"S7N4V2",Sobeys West #5093,52.147858,-106.614865,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1939 Bishop Grandin Blvd,Winnipeg,MB,"R2M5S1",Sobeys West #5094,49.8386673,-97.0948489,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1109 James Mowatt Trail,Edmonton,AB,"T6W1S4",Sobeys West #5095,53.4226904,-113.5144609,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1960 Strachan Road Se,Medicine Hat,AB,"T1B4K4",Sobeys West #5097,49.9974721,-110.6450043,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
3409 Victoria Ave,Brandon,MB,"R7B2L8",Sobeys West #5109,49.8439469,-99.9868896,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
3715 47th Avenue Unit 900,Sylvan Lake,AB,"T4S0C8",Sobeys West #5124,52.3033556,-114.0759205,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
2575 Main St,Winnipeg,MB,"R2V4W3",Sobeys West #5141,49.9579296,-97.0888158,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
965 Henderson Hwy,Winnipeg,MB,"R2K2M2",Sobeys West #5167,49.9335805,-97.0946662,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1550 8 Street West,Saskatoon,SK,"S7H0T3",Sobeys West #5170,52.1141865,-106.6319971,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
150 Taylor Avenue,Winnipeg,MB,"R3M3Z4",Sobeys West #5174,49.8499232,-97.1948951,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
6380 50Ave #200,Red Deer,AB,"T4N4C6",Sobeys West #5175,52.2880553,-113.8147067,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
94 7th Avenue,Gimli,MB,"R0C1B0",Sobeys West #5176,50.6299111,-96.9949603,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
98 Centre St SE,High River,AB,"T1V1M7",Sobeys West #5189,50.5822246,-113.8703775,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
5309 Ellerslie Rd SW,Edmonton,AB,"T6X1X2",Sobeys West #5190,53.4242832,-113.425223,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
8 Nolan Hills Blvd NW Ste 700,Calgary,AB,"T3R0X2",Sobeys West #5191,51.1728657,-114.1569186,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
2060 Symons Valley Parkway Ste 7048,Calgary,AB,"T3P0M9",Sobeys West #5194,51.1749174,-114.1089321,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
2011 111 Street Nw,Edmonton,AB,"T6J4V9",Sobeys West #5373,53.452273,-113.515518,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
3819 34Th Street,Edmonton,AB,"T6T1K9",Sobeys West #5374,53.4735151,-113.3912676,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
750 4Th Street Box 2559,Invermere,BC,"V0A1K0",Sobeys West #5378,50.5064562,-116.0291433,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
#1200 7 Mahogany Plaza SE
2304 Quill Centre,Humboldt,SK,"S0K2A0",Sobeys West #5395,52.2000113,-105.1488708,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
6700 46 Ste 300,Olds,AB,"T4H0A2",Sobeys West #5436,51.796131,-114.1352802,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
555 Strathcona Square #300,Calgary,AB,"T3H2Z9",Sobeys West #5462,51.0483256,-114.1862434,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
4250 Albert Street,Regina,SK,"S4S3R9",Sobeys West #5463,50.4112007,-104.6197632,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
100 Ranch Market #101,Strathmore,AB,"T1P0A8",Sobeys West #5479,51.0394559,-113.3818402,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
9611 167 Ave,Edmonton,AB,"T5Z3L1",Sobeys West #5480,53.6282605,-113.4892436,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
500 Country Hills Blvd NE ste 200,Calgary,AB,"T3K5H2",Sobeys West #5489,51.1544587,-114.0552542,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
11 Westway Rd,Spruce Grove,AB,"T7X3X3",Sobeys West #5492,53.5427702,-113.9257467,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
1500 Main St Sw #301,Slave Lake,AB,"T0G2A4",Sobeys West #5493,55.2727092,-114.78468,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
3937 50 Avenue,St Paul,AB,"T0A3A0",Sobeys West #5495,53.9898586,-111.265799,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
2100 Saskatchewan Ave West,Portage la Prairie,MB,"R1N0P3",Sobeys West #5498,49.971241,-98.3173815,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
2110 50th Avenue,Red Deer,AB,"T4R2K1",Sobeys West #9503,52.2378752,-113.8165223,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
13504 Victoria Trail,Edmonton,AB,"T5A5C9",Sobeys West #9510,53.597721,-113.3884998,,,,,"",,,,Grocery,Kicking Horse,CA,Canada,
"240 E Houston St ",New York City,NY,"10002",Union Market,40.7223878,-73.9860281,,,,,"",,,,Grocery,Cafe Grumpy,US,United States,
288 Court St,New York City,NY,"11231",Union Market,40.6843262,-73.995116,,,,,"",,,,Grocery,Counter Culture,US,United States,
342 Flatbush Ave,New York City,NY,"11238",Union Market,40.6760346,-73.9719877,,,,,"",,,,Grocery,Counter Culture,US,United States,
"215 Dominion Street ",Bridgewater,NS,"B4V 2K7",South Shore Bulk & Natural,44.370427,-64.52558,,,,,"",,,,Grocery,ONECOFFEE,ca,Canada,
402-404 7th Ave,New York City,NY,"11215",Union Market,40.6647369,-73.9836606,,,,,"",,,,Grocery,Counter Culture,US,United States,
754-756 Union St,New York City,NY,"11215",Union Market,40.675267,-73.9778943,,,,,"",,,,Grocery,Counter Culture,US,United States,
118 Broadway Street,Carnduff,SK,"S0C 0S0",Spencers Foods,49.176364,-101.79552,,,,,"",,,,Grocery,ONECOFFEE,ca,Canada,
108-19140 28 Ave,SURREY,BC,"V3Z 6M2",Spent Grounds Coffee Roasters,49.051965,-122.693034,,https://www.spentgroundscoffeeroasters.ca,,,"",,,,Roaster Retailer,,ca,Canada,
#01-K1/K2 One Fusionpolis Place
1 Changi Business Park Cresent #01-19,"Singapore ",Singapore,"486025",Spinelli Coffee Company,1.332987,103.965413,,www.spinellicoffee.com,,,"",,,,Retail,,sg,Singapore,
1 Harbourfront Place #01-08,"Singapore ",Singapore,"98633",Spinelli Coffee Company,1.264752,103.819159,,www.spinellicoffee.com,,,"",,,,Retail,,sg,Singapore,
